"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCX06","OUT049",2946.87052913544
"FDC37","OUT027",3111.88583545437
"FDZ14","OUT018",1818.4230572917
"DRG49","OUT049",3773.38470608411
"NCG06","OUT045",3834.75554003484
"DRC36","OUT045",2760.1517668158
"FDV21","OUT019",221.020064306623
"FDB53","OUT046",2176.4086703684
"DRP47","OUT019",1899.92830926135
"FDA14","OUT013",2363.21135161295
"DRC24","OUT035",2442.66384746052
"FDW21","OUT018",1553.49248658189
"NCH29","OUT046",1522.61573506834
"FDU58","OUT013",2998.65596557842
"FDY27","OUT017",2795.27780566043
"FDV56","OUT035",1949.52612623901
"FDT59","OUT046",3330.199680754
"FDB23","OUT046",3305.79850744281
"FDR49","OUT045",1024.10812188253
"FDB03","OUT010",1862.32274406876
"FDN39","OUT045",2654.78586189706
"FDX02","OUT027",4622.31972803784
"FDQ16","OUT027",3099.92326607665
"FDU35","OUT018",1459.84093816924
"NCT29","OUT013",2026.05649744756
"FDZ27","OUT046",912.00791536578
"FDN57","OUT017",2288.17342571681
"FDA03","OUT018",2126.28768136513
"FDZ36","OUT045",2951.45487792932
"NCU05","OUT013",1485.90389423078
"FDT39","OUT018",2220.63365898458
"FDK60","OUT017",1731.42257940014
"FDZ25","OUT017",2723.44771006135
"FDG12","OUT046",1936.34283098372
"DRB01","OUT019",1148.9990268163
"NCC43","OUT027",4934.03760937729
"FDX13","OUT019",1979.78293465979
"FDM22","OUT049",1319.48252811928
"FDJ03","OUT027",2341.06482340002
"FDU14","OUT018",3427.57507919699
"FDB33","OUT010",852.211000317322
"FDP27","OUT046",2744.9207606074
"FDO38","OUT010",-292.563477095554
"FDE28","OUT027",4737.05634214824
"FDO27","OUT035",1679.77825247402
"DRL23","OUT027",3062.51980412376
"FDS28","OUT046",1017.52402541726
"FDX24","OUT013",1694.63832902499
"FDZ02","OUT035",1770.29837359652
"FDL46","OUT045",2006.85995434276
"FDS60","OUT027",4047.04845494702
"NCO06","OUT017",802.425107220965
"FDO16","OUT035",1589.72935562024
"FDC60","OUT049",1735.10910520777
"FDA48","OUT018",3039.96582091725
"FDZ36","OUT027",4137.55287897805
"FDK27","OUT045",2082.2317032375
"FDW23","OUT018",654.396668241024
"FDM14","OUT018",1636.57145581846
"FDM14","OUT013",1902.18550583557
"FDW60","OUT018",2570.68664432975
"FDE21","OUT013",2006.00164470137
"NCM42","OUT035",1877.84919007116
"FDY59","OUT010",-24.7685376966945
"DRI49","OUT049",1535.96608514415
"FDT28","OUT019",674.35458786818
"FDQ22","OUT018",692.061139605211
"FDR60","OUT049",1544.2029622696
"FDC50","OUT019",-144.261797622383
"FDV24","OUT013",2431.42934136444
"DRF48","OUT010",1146.72877665097
"FDQ47","OUT046",713.758060395306
"DRN36","OUT049",1821.89721840149
"NCY06","OUT035",2113.29021016346
"FDE52","OUT035",1684.00028242649
"NCB54","OUT045",2109.99841316736
"NCF31","OUT035",2437.35042706605
"FDJ08","OUT027",4150.87609115496
"NCC07","OUT017",1816.9983472285
"NCD19","OUT027",2366.51972013705
"FDL46","OUT049",2110.48763410558
"FDM20","OUT045",3730.04101590018
"NCI06","OUT010",1073.8796702919
"DRM11","OUT035",3834.74918667266
"NCH07","OUT018",2200.72692149365
"FDS23","OUT013",2115.23850820654
"FDO49","OUT018",854.813496327451
"FDS35","OUT049",1406.23376404155
"DRK39","OUT045",1511.88316843992
"DRI39","OUT049",1278.22798870142
"FDV04","OUT017",2507.66025671451
"NCN14","OUT035",2811.26415797592
"FDH08","OUT013",3529.40604858122
"FDS20","OUT046",2679.80153246842
"FDV40","OUT049",1592.52931284351
"FDZ48","OUT010",153.277394923271
"FDS24","OUT027",2859.36826710618
"FDK44","OUT049",2845.34516976266
"FDS48","OUT045",2414.66590650634
"FDK26","OUT010",1244.96897282427
"FDD23","OUT045",2998.43767634416
"NCH54","OUT017",2525.10515428396
"NCP14","OUT010",36.6831021731186
"FDM60","OUT010",-725.640141833725
"FDV24","OUT017",2406.94073329619
"FDH08","OUT018",3208.10845594265
"FDS12","OUT027",3292.40241214988
"FDR39","OUT027",4042.4251867108
"FDP12","OUT027",2191.76722676539
"DRF60","OUT027",4758.94862095659
"FDC09","OUT035",1860.08773813533
"FDF50","OUT018",2752.69746502301
"FDG28","OUT035",3719.61377822321
"NCE19","OUT017",1109.39346334274
"NCM53","OUT010",111.477966460352
"NCN18","OUT049",1973.08637354742
"FDF32","OUT035",3077.30947183857
"FDF11","OUT013",3677.36559870327
"DRI59","OUT049",3522.19216953903
"NCG54","OUT035",2645.76654665175
"FDM44","OUT046",1609.8631004133
"FDT57","OUT018",3304.7090496
"FDV24","OUT046",2231.21157948679
"FDI50","OUT019",1758.37921321502
"FDS09","OUT035",1147.71473366624
"NCC31","OUT027",3700.72735280819
"FDQ07","OUT019",1589.25848131744
"FDC22","OUT017",2964.01109803044
"FDZ56","OUT046",2513.01030574222
"FDZ40","OUT019",-593.445301513996
"FDS46","OUT027",3276.16759341219
"DRD24","OUT045",2291.56866528431
"FDV45","OUT017",2939.49336770495
"FDL26","OUT045",2511.58656688478
"FDA56","OUT018",1810.80656364711
"FDN27","OUT046",1826.63816238216
"FDM20","OUT049",3828.45085800004
"FDO16","OUT017",1547.93042039627
"FDL03","OUT035",3090.33662094404
"FDE58","OUT046",1804.56278558842
"FDI02","OUT027",3158.28011246733
"NCC55","OUT019",-848.377267164306
"FDR03","OUT018",2944.68412223622
"FDB14","OUT017",1665.17565736824
"FDR45","OUT013",3652.87754812835
"NCN07","OUT017",2128.83628144999
"FDM51","OUT019",99.920687444117
"FDT52","OUT027",4953.87683673363
"FDL26","OUT046",2287.24256282389
"NCZ42","OUT046",3411.07255282989
"DRI47","OUT019",597.757776529523
"FDW40","OUT013",2326.25253022685
"FDN34","OUT046",2496.1782615637
"FDS01","OUT035",2830.15117610999
"NCG55","OUT045",1973.06182482397
"FDC11","OUT035",1555.38222547566
"FDX35","OUT018",3179.8424836769
"NCB06","OUT046",2330.22872544214
"FDR09","OUT019",2101.85802163136
"FDC53","OUT017",1738.09011264054
"FDY45","OUT013",3790.75032681467
"FDA22","OUT010",914.999155268077
"FDE02","OUT035",1672.26565241698
"FDW21","OUT045",1859.23884216773
"FDV34","OUT046",1290.09484645128
"FDS59","OUT049",2061.85254058984
"NCW17","OUT017",2108.71643034266
"NCK54","OUT046",1787.55855039856
"FDG17","OUT019",1972.91903985918
"FDG35","OUT017",2721.40713397417
"FDD08","OUT010",-771.977882444372
"NCO07","OUT017",3218.68472423971
"FDJ10","OUT010",563.823002176396
"FDW36","OUT017",1805.65816725132
"FDW21","OUT010",69.1498464835232
"FDY19","OUT017",1998.59673307551
"DRE03","OUT013",1042.2594193475
"NCC55","OUT049",1040.15146230316
"FDH52","OUT010",-400.724527046308
"FDO09","OUT017",3934.48803468345
"FDU43","OUT045",3666.36374606843
"FDX09","OUT010",1018.90568019565
"FDH40","OUT019",-206.006242902872
"FDW58","OUT017",1837.08683265639
"FDC47","OUT017",3404.12753610373
"NCR41","OUT035",1683.51499743743
"DRG49","OUT035",3640.58824651311
"FDC52","OUT027",3746.72804812325
"FDY13","OUT046",1254.75081804725
"FDY35","OUT013",1087.09216260631
"FDI35","OUT017",2843.91065507627
"NCU18","OUT049",2412.79083215049
"FDY33","OUT018",2269.44044518837
"FDC15","OUT027",3686.53370285477
"FDU01","OUT049",3043.51266596012
"NCU42","OUT046",2487.11865121911
"NCV29","OUT018",2494.0033940894
"NCY30","OUT017",2833.83893147922
"FDQ46","OUT049",2031.82270686799
"FDG58","OUT027",3722.80107024142
"FDK33","OUT017",3277.49558387281
"NCD07","OUT045",1957.4553932514
"NCX29","OUT027",3527.82886846753
"NCT42","OUT013",2395.64364179476
"DRN59","OUT035",1005.82764603361
"FDI44","OUT035",1467.59115252286
"FDA45","OUT049",2877.76151167327
"FDP31","OUT045",1306.24359515709
"FDY01","OUT046",1753.86603349804
"FDT09","OUT018",1975.56966305038
"DRH03","OUT027",2842.92780628703
"FDA36","OUT018",2656.61450308288
"NCF31","OUT017",2429.89736007647
"FDG14","OUT049",2617.56154242197
"FDG28","OUT027",4959.03777726367
"FDU14","OUT049",3898.09383882047
"FDY47","OUT019",455.054968265106
"FDI56","OUT049",1749.41286630766
"DRD01","OUT013",1185.0139125277
"FDM22","OUT046",980.634819103764
"FDH33","OUT013",968.159644362472
"DRZ24","OUT013",1958.17485903756
"NCQ38","OUT046",1637.03897726275
"FDO16","OUT027",2801.23046477483
"FDU07","OUT027",3639.39770454946
"NCB07","OUT013",2977.19814973495
"FDU48","OUT045",2207.56242516543
"NCM43","OUT045",2632.32627840022
"FDR31","OUT010",665.701371687822
"DRK49","OUT018",666.645410036347
"NCI30","OUT010",1914.54972377896
"DRD60","OUT017",2795.38933628734
"NCG19","OUT046",3287.62831548956
"FDH12","OUT035",1821.33227596705
"FDM32","OUT035",1678.47251461337
"FDM27","OUT035",2495.21143387398
"NCU53","OUT027",3792.93661178338
"NCQ18","OUT046",1489.96680804623
"FDS10","OUT013",2829.39728504837
"FDB33","OUT027",3774.47504383503
"FDI12","OUT013",1596.44682816492
"NCW42","OUT013",3344.7918083253
"NCC06","OUT018",1840.88425614591
"FDW02","OUT017",2143.78598429918
"NCD43","OUT017",1798.80368444529
"FDM57","OUT018",1280.3100859938
"FDA58","OUT017",3540.72551208843
"FDK56","OUT046",2666.52754818915
"FDP52","OUT045",3522.01823341794
"FDW20","OUT018",1813.2925893069
"FDS52","OUT049",1929.96388942188
"NCT29","OUT018",1704.63312981688
"NCL54","OUT013",2737.7633677539
"FDC05","OUT045",3098.84077491841
"FDF34","OUT035",3114.56935445095
"FDP03","OUT027",3347.64036074331
"FDD32","OUT010",-139.069630571938
"FDZ10","OUT045",2109.88466722814
"FDZ40","OUT035",1171.32436024756
"FDD51","OUT018",698.550770830221
"NCY30","OUT019",1054.42784870811
"FDP58","OUT017",3272.0618589874
"FDV49","OUT017",3947.27780426279
"FDY24","OUT019",-663.603296867207
"NCO55","OUT017",1795.30394012586
"FDR13","OUT017",2025.90705179742
"FDS51","OUT017",1261.77598142524
"FDP26","OUT045",1799.38320300987
"NCB54","OUT027",3346.7740881885
"FDF32","OUT017",3032.68940772012
"FDN31","OUT018",2651.50558749171
"DRM48","OUT017",830.595326476914
"FDN20","OUT049",2827.24535854204
"DRL01","OUT046",3301.21485999844
"FDV56","OUT049",2053.21247710161
"DRH13","OUT027",3067.49042056329
"FDA03","OUT017",2399.51864271792
"FDF47","OUT027",4609.88444333996
"FDX32","OUT046",2206.97820440256
"FDX57","OUT049",1892.02219785687
"NCA30","OUT045",2908.89274494585
"FDO49","OUT013",1148.31702233342
"FDL04","OUT019",16.6699095226193
"DRM48","OUT035",864.755017344806
"FDR16","OUT013",3270.28778133085
"NCC19","OUT018",2652.80753882293
"NCE42","OUT045",3569.26098902415
"FDY24","OUT017",1150.52794131241
"FDH19","OUT049",2908.63020576815
"FDJ46","OUT013",2749.17091198558
"FDN45","OUT010",1626.17198902296
"FDY08","OUT035",2275.08871083468
"FDZ37","OUT035",1650.97127533409
"NCT30","OUT045",1038.69902929242
"DRY23","OUT018",675.115241854849
"NCZ30","OUT018",1751.0316820732
"FDC44","OUT018",1591.25860032713
"FDB45","OUT035",1849.65723323047
"FDY04","OUT013",2652.34517820694
"FDM27","OUT046",2359.79025778851
"FDZ43","OUT017",3661.76214434443
"FDT39","OUT019",757.836958883536
"NCC06","OUT019",353.231735583848
"FDL15","OUT027",3704.03565370154
"FDL57","OUT017",3871.52490377596
"FDU08","OUT046",1576.45643303968
"FDK40","OUT017",3946.75913848345
"FDQ12","OUT010",1762.53476173732
"FDS48","OUT017",2445.72167509808
"FDP09","OUT045",3279.1885208632
"FDW21","OUT049",1949.68698991045
"FDY25","OUT035",2857.36534993315
"DRE13","OUT017",1533.99075943512
"FDV43","OUT019",-776.196291773273
"FDD22","OUT045",1914.18115808698
"FDM46","OUT019",-192.780548711238
"NCO30","OUT010",1161.89019795038
"FDM25","OUT046",2590.80164699358
"NCN41","OUT049",2168.32233232646
"FDU24","OUT045",1685.48259108356
"FDZ50","OUT046",2712.85404505749
"FDP45","OUT013",3828.88785452464
"NCM54","OUT045",2098.29163033397
"FDW10","OUT019",986.522500048018
"FDP20","OUT017",2126.84384614961
"FDK32","OUT046",2295.62301132809
"FDN52","OUT049",1730.11324050502
"FDM58","OUT045",1929.65829920999
"FDZ46","OUT027",3126.39489307042
"NCA18","OUT018",1673.67576425759
"FDD35","OUT046",1883.75764101099
"NCK31","OUT035",1083.6599082976
"FDI40","OUT027",2997.36689782534
"FDT50","OUT019",-40.0318483834497
"NCT06","OUT046",2412.45128673167
"FDT31","OUT035",2958.25800441128
"FDT45","OUT049",1273.56139940423
"FDT13","OUT045",2957.23471827953
"FDO50","OUT045",1649.89018022768
"NCU18","OUT010",540.831144957913
"NCR54","OUT049",3104.8405985878
"NCO18","OUT018",2500.79839518102
"FDU09","OUT045",1235.19301357383
"FDT13","OUT018",2659.42738703776
"FDE09","OUT046",1758.96906461496
"NCK53","OUT019",2.79159634333429
"FDG45","OUT049",3362.50524341059
"DRH15","OUT035",969.996672644596
"FDO21","OUT019",1730.12901483452
"FDD14","OUT027",4043.10094121071
"FDC09","OUT046",1667.46969385186
"FDH45","OUT027",2248.78791692035
"FDV32","OUT046",1096.95512010505
"FDG12","OUT035",2089.19285767689
"FDS32","OUT013",2354.0103622952
"NCL55","OUT018",3445.63617700309
"DRE01","OUT035",3569.69625655279
"DRE15","OUT049",1569.87259339999
"NCL42","OUT045",3705.82950671711
"FDP31","OUT013",1271.63808118055
"FDN33","OUT018",1394.76399664748
"FDZ59","OUT046",2449.22224097813
"FDE45","OUT010",1084.67263477646
"FDJ07","OUT013",2037.39688625055
"FDQ45","OUT018",2661.39076763883
"FDM33","OUT027",4553.0635100503
"FDO15","OUT010",-208.93368637559
"FDM46","OUT013",1614.16309707381
"FDR03","OUT045",3246.45699756018
"FDY49","OUT018",2420.70929805432
"FDQ60","OUT045",2040.47773828626
"FDW10","OUT049",2868.46281571245
"FDO51","OUT049",1208.28639928117
"FDJ40","OUT018",1636.5506568875
"FDS20","OUT018",2570.53072951477
"FDU45","OUT013",1983.45938175543
"FDV02","OUT035",2687.29241987114
"FDN09","OUT046",3475.02427307148
"NCM55","OUT027",4099.29557159635
"FDN23","OUT018",2098.34252821437
"FDY31","OUT010",642.93201310839
"FDW03","OUT010",186.328578502725
"FDD14","OUT046",2619.97643492216
"FDV23","OUT017",2065.54202293476
"DRI03","OUT045",2762.05039211791
"FDN13","OUT035",1707.95712823469
"FDF45","OUT027",2518.72613686885
"FDU46","OUT035",1666.51156388407
"FDB57","OUT049",3575.77112236925
"FDV12","OUT049",1892.65971401817
"FDQ58","OUT013",2470.6089623587
"NCA18","OUT017",1930.99112204125
"FDH52","OUT049",1385.59907632794
"FDM24","OUT018",2169.08959567939
"NCP43","OUT027",4047.61792240629
"NCO18","OUT019",1012.94951719295
"FDM32","OUT017",1653.8878406817
"NCL07","OUT017",910.276604639927
"FDK03","OUT013",3828.8711168575
"FDP59","OUT017",1818.60435239472
"FDQ24","OUT049",3857.11007159119
"FDQ16","OUT018",1613.08324808948
"FDU44","OUT013",2610.24544115777
"FDH28","OUT010",-793.251810252301
"FDV28","OUT019",-911.702165351452
"FDM22","OUT045",1215.76971007224
"FDR56","OUT046",2863.87168575877
"FDV39","OUT049",3207.03865593238
"FDU37","OUT019",-263.704803692137
"FDQ11","OUT010",2129.81837651815
"FDX02","OUT045",3418.66125712878
"NCS42","OUT018",1341.28535123744
"FDY57","OUT027",2920.27889589781
"FDB21","OUT049",3726.85976353459
"FDE28","OUT017",3469.34353142035
"FDQ55","OUT017",1989.50564866055
"FDA48","OUT049",3489.33224733263
"FDZ19","OUT045",2748.02282449585
"NCC43","OUT045",3749.83043340978
"NCV18","OUT046",1278.83261872226
"NCA42","OUT018",2244.77740943177
"FDY45","OUT046",3665.69439973229
"NCC30","OUT045",2809.39103350442
"FDM57","OUT013",1603.09061225082
"FDL09","OUT010",888.165229373051
"FDB09","OUT027",3318.13786465762
"FDT44","OUT035",1993.76377687026
"NCT06","OUT027",3819.34591658375
"FDX26","OUT049",2982.85324840203
"FDK32","OUT013",2514.37339756313
"DRA12","OUT046",2112.24144881227
"FDO46","OUT010",1273.7565849525
"FDE52","OUT013",1645.17248714498
"NCH42","OUT045",3486.50519424677
"FDV08","OUT035",1017.69422135289
"FDB47","OUT018",2937.72690639259
"FDC28","OUT010",173.348893155689
"FDD22","OUT046",1736.26022264118
"FDS07","OUT027",3167.10493816956
"DRI13","OUT045",3309.00011049933
"FDG32","OUT018",3041.99579495873
"FDU14","OUT017",3755.21681077152
"FDD28","OUT019",-540.372699211236
"NCP41","OUT017",1867.53779352914
"FDS08","OUT049",2891.33519926661
"FDX47","OUT045",2594.81610306
"FDC53","OUT019",54.9650996328599
"FDQ19","OUT035",3702.39023270178
"FDL14","OUT045",2561.09226439538
"FDM33","OUT019",1577.79415755012
"FDA51","OUT045",1936.14697149847
"FDZ27","OUT018",820.051153177057
"FDT04","OUT046",770.692422585408
"DRC13","OUT049",2233.32127325026
"FDR16","OUT027",4521.66280241351
"FDQ03","OUT027",4821.97718763683
"FDE38","OUT035",2675.70818827694
"DRH23","OUT027",2314.60066149007
"FDT11","OUT019",1229.77981813528
"FDD09","OUT035",2845.48054859788
"FDR40","OUT045",1544.95264604938
"FDX07","OUT017",2914.06205224643
"FDR07","OUT035",1717.59838492922
"FDA51","OUT017",1919.25600926734
"FDT59","OUT019",1769.07727737434
"FDF20","OUT017",3024.9791508468
"FDR13","OUT045",2031.92282847432
"FDY26","OUT049",3408.20131638577
"FDW04","OUT017",2184.6686074159
"FDK52","OUT017",3420.83657401797
"FDN60","OUT049",2632.24542694525
"FDM09","OUT019",950.43300490868
"FDP46","OUT049",1725.22164568424
"FDB50","OUT019",-366.325674277064
"NCQ29","OUT049",3942.428185662
"FDP16","OUT027",4926.8249829509
"FDX33","OUT018",2293.77140008238
"FDP07","OUT010",1280.91411722532
"FDN22","OUT046",3573.16362104659
"FDF39","OUT049",4040.93889916754
"FDS21","OUT017",1287.68342590155
"NCM42","OUT013",1848.29956180838
"FDK50","OUT019",870.167404651779
"DRF13","OUT027",3584.09395701288
"FDH35","OUT018",2323.62639086071
"FDP60","OUT018",1471.80332668109
"DRJ49","OUT027",3370.83576379701
"NCT42","OUT019",639.85848784745
"FDE38","OUT049",2800.57334164455
"FDI04","OUT049",3232.18720797655
"NCH54","OUT045",2507.34894421668
"FDT56","OUT049",1356.42343680592
"DRD15","OUT018",3190.6546865369
"FDV58","OUT013",2976.60104311711
"FDP21","OUT049",3105.70875654983
"FDH05","OUT013",3548.43534670779
"FDR10","OUT027",3831.16148292098
"NCP06","OUT045",2412.80362832347
"FDF33","OUT049",2001.53983141326
"DRK37","OUT013",2863.08689298563
"DRH49","OUT045",1493.85979423942
"FDT58","OUT013",2648.32878982242
"FDD41","OUT018",1557.46685891901
"FDP40","OUT018",1666.75178171899
"FDM51","OUT027",3066.84562367801
"FDO45","OUT010",-93.9270275198195
"FDW33","OUT010",79.6130655167639
"FDY24","OUT045",1176.5349067236
"FDB10","OUT010",1845.73424842617
"FDM40","OUT035",2266.38993413818
"NCI06","OUT017",2795.95770745312
"FDW12","OUT019",636.530219227348
"FDX48","OUT027",3764.94048209735
"NCW05","OUT027",3001.51134972303
"FDX27","OUT017",1692.38633678413
"DRM37","OUT045",3019.60626696812
"FDA38","OUT045",3676.07568817824
"FDR36","OUT046",785.240998131097
"FDZ45","OUT046",2881.18776485841
"FDG05","OUT017",2547.37326943205
"FDK28","OUT013",3867.23282949955
"FDV47","OUT045",1593.73208999288
"FDN21","OUT045",2572.14904728775
"FDP20","OUT027",3355.07109628466
"FDI35","OUT045",2873.81104744124
"DRY23","OUT013",984.73003203586
"FDA56","OUT017",2080.09283412229
"FDB09","OUT013",2076.22888136973
"NCO26","OUT027",3175.84776219264
"FDQ49","OUT018",2274.69524417938
"FDI52","OUT027",3261.04351525377
"FDZ44","OUT027",3230.00673729282
"FDZ09","OUT018",2304.84793502311
"FDY03","OUT049",2096.32359889093
"NCG42","OUT017",2123.43894058498
"DRI13","OUT027",4531.79901336219
"FDQ32","OUT013",2151.89587731167
"FDW16","OUT035",1695.74839263152
"FDU27","OUT046",849.104193217063
"FDR28","OUT010",930.247659940539
"FDQ49","OUT010",855.472274695569
"FDS37","OUT046",1805.46882440998
"FDW26","OUT018",3085.50783988058
"FDX12","OUT018",3403.02846007302
"NCP06","OUT013",2417.77200419481
"FDW45","OUT010",647.005910280599
"NCN30","OUT049",1812.22175728071
"FDN24","OUT049",1242.99183877106
"NCL41","OUT027",2075.12811094088
"FDR02","OUT019",160.425570577521
"FDD09","OUT010",1136.27311105421
"FDS33","OUT010",-123.004326918574
"FDU22","OUT045",2021.55698640311
"FDI53","OUT013",2591.92824387597
"DRH01","OUT049",2834.567758789
"FDX32","OUT013",2352.84761691692
"NCP30","OUT018",659.763121522021
"FDB60","OUT045",3068.96512782515
"FDB14","OUT049",1820.1355877645
"NCP02","OUT035",1188.21777064566
"FDJ10","OUT017",2285.42540730116
"FDG34","OUT046",1718.7428555647
"NCB18","OUT017",1565.57784059549
"FDM16","OUT049",1605.43629788602
"FDW25","OUT018",1279.61462955063
"FDB35","OUT010",-53.4569599349567
"DRN11","OUT013",2242.31902470234
"FDF41","OUT019",1896.02803149496
"FDH16","OUT045",1627.59255598165
"NCQ50","OUT018",2948.84140604494
"DRH23","OUT018",805.200301107106
"DRJ37","OUT013",2412.63810967615
"DRJ24","OUT027",4040.64370294001
"FDY16","OUT035",2893.16351080934
"FDQ27","OUT045",1896.02089296561
"FDZ33","OUT045",2398.39500746123
"FDF29","OUT045",2254.60797678069
"FDA08","OUT049",2774.52776224468
"FDG31","OUT046",1079.95985983098
"FDE34","OUT019",1093.93950352766
"NCR30","OUT027",2601.39073788707
"FDV33","OUT035",3920.0594055721
"DRZ24","OUT018",1669.21441363563
"NCL54","OUT035",2697.0406043714
"FDR12","OUT049",2913.53421132351
"NCC54","OUT046",3402.43845542154
"DRN59","OUT013",973.712404561517
"FDX50","OUT019",122.720332213488
"FDV31","OUT027",4000.84087193437
"NCA29","OUT027",3938.10392371778
"FDW60","OUT049",2974.84968964785
"FDX08","OUT017",2863.22922826165
"DRD49","OUT013",3474.96715463424
"FDD33","OUT046",3288.85714383515
"FDW35","OUT013",1029.17558293442
"FDJ36","OUT017",1788.56916308856
"FDV51","OUT035",2662.60317765237
"FDW36","OUT046",1662.92334043721
"FDH35","OUT046",2439.53912844862
"NCS30","OUT027",3348.02025369148
"FDN49","OUT017",932.494587259814
"FDL08","OUT018",3418.07800743549
"FDI09","OUT013",3623.21115638958
"FDP19","OUT018",1804.82973373584
"FDU21","OUT010",-836.307201734176
"NCP41","OUT045",1872.20310872676
"FDY10","OUT013",1940.30376806909
"FDP12","OUT018",678.327619086733
"NCN26","OUT049",2091.96717009822
"FDK44","OUT013",2720.19958621248
"FDC28","OUT049",2018.48296979487
"FDJ41","OUT027",5171.00853302119
"NCT29","OUT035",2044.9892339708
"NCH42","OUT019",1691.15454677206
"FDU60","OUT018",2403.17600995746
"FDS02","OUT045",3005.70912512423
"FDC51","OUT046",1946.7913165811
"FDU03","OUT013",2882.54259526286
"FDX39","OUT045",3304.42876830327
"NCY05","OUT010",-838.898982704464
"NCL06","OUT027",5069.33453119378
"FDD32","OUT035",1506.35951585704
"NCN41","OUT045",2052.67706652078
"NCX53","OUT049",2435.56477511934
"FDU57","OUT019",668.479149502804
"FDQ23","OUT046",1649.07411132125
"FDQ52","OUT045",3722.29278357008
"FDC14","OUT045",1034.25563376569
"FDY09","OUT035",2804.85886374946
"FDQ28","OUT045",2565.62196082355
"FDV25","OUT046",3188.58434377201
"FDJ07","OUT035",2008.6280400523
"DRB25","OUT049",1927.20507749847
"FDK52","OUT019",1643.24535272087
"FDY52","OUT027",2528.81472753654
"FDB28","OUT046",2854.72062763916
"FDT36","OUT035",892.727216831163
"FDV25","OUT017",3377.74781429878
"NCN07","OUT027",3371.41548466238
"FDC57","OUT017",3026.18905623677
"FDQ03","OUT018",3316.5084124724
"FDU23","OUT017",2660.815279159
"NCX41","OUT035",3250.521921494
"NCD06","OUT035",1007.12730129581
"FDW08","OUT045",1820.48512185195
"NCU29","OUT017",2334.26569693476
"NCE06","OUT013",2526.78635118113
"FDV52","OUT010",246.699935166204
"FDB02","OUT017",2820.84316997534
"NCR18","OUT045",1011.67859549478
"FDK16","OUT049",1786.58757301815
"NCQ29","OUT010",2059.23027136404
"FDZ01","OUT019",132.465726429644
"FDW27","OUT035",2512.58645183343
"FDD17","OUT018",3320.21423159286
"FDW39","OUT013",2834.54828221161
"DRH59","OUT045",1375.66101260603
"FDS52","OUT013",1820.57162912064
"FDU40","OUT027",4263.33773336953
"NCF54","OUT013",2717.25340787875
"FDH46","OUT045",1866.08765702798
"NCP14","OUT049",1882.35231912085
"FDH50","OUT049",3027.36131600761
