"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDO27","OUT035",1120.12350768969
"DRL23","OUT027",1738.39053038758
"FDS28","OUT046",868.981944646767
"FDX24","OUT013",1491.774946834
"FDZ02","OUT035",1514.18931335289
"FDL46","OUT045",1803.25121028977
"FDS60","OUT027",2936.15393182113
"NCO06","OUT017",518.540944022095
"FDO16","OUT035",1355.3389778063
"FDC60","OUT049",1337.07501946239
"FDA48","OUT018",3227.84699188691
"FDZ36","OUT027",3094.50839624976
"FDK27","OUT045",1979.5518032365
"FDW23","OUT018",607.658115034633
"FDM14","OUT018",1793.27201613093
"FDM14","OUT013",1761.04192729643
"FDW60","OUT018",2952.58583270417
"FDE21","OUT013",1878.67434588508
"NCM42","OUT035",1747.34087455745
"FDY59","OUT010",1452.52375432516
"DRI49","OUT049",924.505936474404
"FDT28","OUT019",2304.87579006093
"FDQ22","OUT018",606.279678053073
"FDR60","OUT049",1144.4053535321
"FDC50","OUT019",571.707464432328
"FDV24","OUT013",2316.81488898368
"DRF48","OUT010",3125.11353218482
"FDQ47","OUT046",453.263531152559
"DRN36","OUT049",1508.96324350523
"NCY06","OUT035",1974.7567857929
"FDE52","OUT035",1418.57787901246
"NCB54","OUT045",1967.83310322722
"NCF31","OUT035",2396.85601727813
"FDJ08","OUT027",2868.7365180653
"NCC07","OUT017",1703.19558464043
"NCD19","OUT027",835.679740898
"FDL46","OUT049",1955.26742754797
"FDM20","OUT045",3998.20625117789
"NCI06","OUT010",2828.48923353675
"DRM11","OUT035",4055.34373215701
"NCH07","OUT018",2435.39352166291
"FDS23","OUT013",1840.51340740537
"FDO49","OUT018",761.52639023592
"FDS35","OUT049",1004.19346346241
"DRK39","OUT045",1278.35596651228
"DRI39","OUT049",898.432855356394
"FDV04","OUT017",2110.41164715233
"NCN14","OUT035",2821.31142892491
"FDH08","OUT013",3788.62917790832
"FDS20","OUT046",2949.90060156219
"FDV40","OUT049",1199.66024177615
"FDZ48","OUT010",1663.34730496939
"FDS24","OUT027",1346.08107469376
"FDK44","OUT049",2597.930229772
"FDS48","OUT045",2494.28684956371
"FDK26","OUT010",3016.05757959508
"FDD23","OUT045",3057.99827738261
"NCH54","OUT017",2519.46211453429
"NCP14","OUT010",1200.00422200021
"FDM60","OUT010",617.287567799614
"FDV24","OUT017",2308.7576528375
"FDH08","OUT018",3754.57752444372
"FDS12","OUT027",1536.83753560009
"FDR39","OUT027",2819.59165756041
"FDP12","OUT027",563.656014664568
"DRF60","OUT027",3820.77516256077
"FDC09","OUT035",1642.41992441975
"FDF50","OUT018",2945.71161244787
"FDG28","OUT035",3937.23479005125
"NCE19","OUT017",858.007576745929
"NCM53","OUT010",1659.46081823969
"NCN18","OUT049",1819.21473207615
"FDF32","OUT035",3176.50743229533
"FDF11","OUT013",3910.26126409742
"DRI59","OUT049",3681.27177163053
"NCG54","OUT035",2644.86708403923
"FDM44","OUT046",1609.95647351327
"FDT57","OUT018",3865.07596668926
"FDV24","OUT046",2307.41145139904
"FDI50","OUT019",3683.41392691773
"FDS09","OUT035",797.094775542416
"NCC31","OUT027",2539.61736736701
"FDQ07","OUT019",2737.90874234812
"FDC22","OUT017",2663.09118012151
"FDZ56","OUT046",2787.58311305477
"FDZ40","OUT019",839.035867360863
"FDS46","OUT027",1840.79949555022
"DRD24","OUT045",2258.4961923236
"FDV45","OUT017",3076.98794476513
"FDL26","OUT045",2419.62716334897
"FDA56","OUT018",2020.0354204583
"FDN27","OUT046",1858.22582279743
"FDM20","OUT049",3981.39704639887
"FDO16","OUT017",1324.74309655559
"FDL03","OUT035",3226.52664299135
"FDE58","OUT046",1808.16395440532
"FDI02","OUT027",1713.16518625073
"NCC55","OUT019",607.529169058017
"FDR03","OUT018",3399.93997006195
"FDB14","OUT017",1412.30943371707
"FDR45","OUT013",3934.69853724415
"NCN07","OUT017",2068.95275729088
"FDM51","OUT019",1593.13929125008
"FDT52","OUT027",3958.24999787643
"FDL26","OUT046",2393.86756476713
"NCZ42","OUT046",3893.31966626587
"DRI47","OUT019",2324.01282548605
"FDW40","OUT013",2151.04265798816
"FDN34","OUT046",2816.19254963429
"FDS01","OUT035",2960.51884412518
"NCG55","OUT045",1827.76788799276
"FDC11","OUT035",1253.58413693861
"FDX35","OUT018",3540.16580057575
"NCB06","OUT046",2486.15475860538
"FDR09","OUT019",3352.22690521514
"FDC53","OUT017",1573.01063359651
"FDY45","OUT013",4079.74066842651
"FDA22","OUT010",2336.86426967758
"FDE02","OUT035",1452.2665644129
"FDW21","OUT045",1642.95382331927
"FDV34","OUT046",1170.53038616104
"FDS59","OUT049",1703.77292689363
"NCW17","OUT017",2080.44807308501
"NCK54","OUT046",1872.65963125874
"FDG17","OUT019",3882.62603362213
"FDG35","OUT017",2880.6247143196
"FDD08","OUT010",592.424471221913
"NCO07","OUT017",3482.53700194566
"FDJ10","OUT010",1194.79808774572
"FDW36","OUT017",1603.13451887076
"FDW21","OUT010",1648.75836781239
"FDY19","OUT017",1850.18713464181
"DRE03","OUT013",727.210896220411
"NCC55","OUT049",598.957703968712
"FDH52","OUT010",984.760083111122
"FDO09","OUT017",3540.00834678563
"FDU43","OUT045",3837.94591366551
"FDX09","OUT010",2661.68815094384
"FDH40","OUT019",1209.50487476455
"FDW58","OUT017",1704.0884864486
"FDC47","OUT017",3269.88479837296
"NCR41","OUT035",1518.23883104363
"DRG49","OUT035",3864.26545542763
"FDC52","OUT027",2522.61943359834
"FDY13","OUT046",1174.29196291657
"FDY35","OUT013",673.512518234389
"FDI35","OUT017",2962.38344510742
"NCU18","OUT049",2191.45719546283
"FDY33","OUT018",2427.38601621026
"FDC15","OUT027",1816.20112923558
"FDU01","OUT049",3095.57553688962
"NCU42","OUT046",2806.21449507173
"NCV29","OUT018",2939.44558336817
"NCY30","OUT017",3019.90814028275
"FDQ46","OUT049",1706.73452361022
"FDG58","OUT027",2371.89328411198
"FDK33","OUT017",3515.55973511518
"NCD07","OUT045",1781.26502845888
"NCX29","OUT027",2218.49211496516
"NCT42","OUT013",2413.47517945193
"DRN59","OUT035",717.263296873006
"FDI44","OUT035",1208.74364080803
"FDA45","OUT049",2287.66848131325
"FDP31","OUT045",859.898286773574
"FDY01","OUT046",1420.92772657724
"FDT09","OUT018",2181.01057807442
"DRH03","OUT027",1540.34279999781
"FDA36","OUT018",3102.2341574833
"NCF31","OUT017",2410.54081527019
"FDG14","OUT049",2376.94337628383
"FDG28","OUT027",3960.42068748119
"FDU14","OUT049",4059.35590427739
"FDY47","OUT019",1999.97998149484
"FDI56","OUT049",1383.83478525143
"DRD01","OUT013",876.511290850614
"FDM22","OUT046",846.353721783378
"FDH33","OUT013",654.933824488016
"DRZ24","OUT013",1817.26580957802
"NCQ38","OUT046",1709.77767709171
"FDO16","OUT027",1345.21911298906
"FDU07","OUT027",2320.67860985266
"NCB07","OUT013",3066.37646864448
"FDU48","OUT045",2038.54095248108
"NCM43","OUT045",2727.98279681685
"FDR31","OUT010",2223.82542006081
"DRK49","OUT018",633.518166087654
"NCI30","OUT010",3639.23566029681
"DRD60","OUT017",2963.40968082547
"NCG19","OUT046",2963.15307856149
"FDH12","OUT035",1611.97587148846
"FDM32","OUT035",1468.28667781626
"FDM27","OUT035",2008.40340971813
"NCU53","OUT027",2758.21343063124
"NCQ18","OUT046",1455.25484652635
"FDS10","OUT013",2934.84142360213
"FDB33","OUT027",2602.71655580636
"FDI12","OUT013",1311.21114541545
"NCW42","OUT013",3568.35434680369
"NCC06","OUT018",2069.75686001056
"FDW02","OUT017",1987.68686525925
"NCD43","OUT017",1689.32436709576
"FDM57","OUT018",1276.95523997891
"FDA58","OUT017",3504.70350651689
"FDK56","OUT046",2667.52602728
"FDP52","OUT045",3756.75798446354
"FDW20","OUT018",2000.72567850659
"FDS52","OUT049",1635.79323137025
"NCT29","OUT018",1837.80164195489
"NCL54","OUT013",2755.79312414242
"FDC05","OUT045",3031.36055369782
"FDF34","OUT035",3260.14893254662
"FDP03","OUT027",1910.17972262409
"FDD32","OUT010",1279.44367650899
"FDZ10","OUT045",2100.46758133222
"FDZ40","OUT035",841.526129396154
"FDD51","OUT018",678.649215744794
"NCY30","OUT019",2914.0958557516
"FDP58","OUT017",2967.60372861873
"FDV49","OUT017",4248.40709572753
"FDY24","OUT019",307.206010839737
"NCO55","OUT017",1639.69298359754
"FDR13","OUT017",1865.22741491705
"FDS51","OUT017",969.913259632572
"FDP26","OUT045",1507.24857689405
"NCB54","OUT027",2005.49146477994
"FDF32","OUT017",3142.34376347907
"FDN31","OUT018",2994.33044038939
"DRM48","OUT017",566.053478578207
"FDN20","OUT049",2780.89837048947
"DRL01","OUT046",3784.47285525846
"FDV56","OUT049",1743.99427724163
"DRH13","OUT027",1731.08945307282
"FDA03","OUT017",2292.10520660466
"FDF47","OUT027",3396.16543868437
"FDX32","OUT046",2234.78128181437
"FDX57","OUT049",1499.90782399401
"NCA30","OUT045",2738.49515361231
"FDO49","OUT013",764.744772604251
"FDL04","OUT019",1084.11351445168
"DRM48","OUT035",583.849581392977
"FDR16","OUT013",3197.63351454401
"NCC19","OUT018",2955.9201367734
"NCE42","OUT045",3843.4119515953
"FDY24","OUT017",814.528317633353
"FDH19","OUT049",2876.44359624731
"FDJ46","OUT013",2805.00360727103
"FDN45","OUT010",2082.6918418165
"FDY08","OUT035",1696.30041284245
"FDZ37","OUT035",1384.20110923101
"NCT30","OUT045",739.010601856292
"DRY23","OUT018",652.467096905387
"NCZ30","OUT018",1956.78300982263
"FDC44","OUT018",1373.96678780699
"FDB45","OUT035",1684.80376116715
"FDY04","OUT013",2622.5071555764
"FDM27","OUT046",2640.14869361227
"FDZ43","OUT017",3866.80320471144
"FDT39","OUT019",2478.20626458577
"NCC06","OUT019",1972.50280274481
"FDL15","OUT027",2430.34324056989
"FDL57","OUT017",4025.10626607111
"FDU08","OUT046",1573.72003324529
"FDK40","OUT017",4244.67160799117
"FDQ12","OUT010",3681.91804727575
"FDS48","OUT017",2452.66273505257
"FDP09","OUT045",3484.63729422359
"FDW21","OUT049",1611.79169984859
"FDY25","OUT035",2971.51250877441
"DRE13","OUT017",1355.53093827691
"FDV43","OUT019",635.374739539412
"FDD22","OUT045",1699.85429738092
"FDM46","OUT019",110.345310617436
"NCO30","OUT010",3053.25212134967
"FDM25","OUT046",2768.335415854
"NCN41","OUT049",1898.70511403029
"FDU24","OUT045",1343.45395903005
"FDZ50","OUT046",2885.30772729842
"FDP45","OUT013",4081.248289952
"NCM54","OUT045",1953.44683971862
"FDW10","OUT019",2601.42426108455
"FDP20","OUT017",1995.10859224129
"FDK32","OUT046",2377.3932585859
"FDN52","OUT049",1304.73515717234
"FDM58","OUT045",1820.92242459382
"FDZ46","OUT027",1700.76927490831
"NCA18","OUT018",1803.08297045431
"FDD35","OUT046",1960.30935082645
"NCK31","OUT035",767.021741066182
"FDI40","OUT027",1522.67382921611
"FDT50","OUT019",1063.30659278345
"NCT06","OUT046",2663.96942697305
"FDT31","OUT035",3119.59953681198
"FDT45","OUT049",825.316770748267
"FDT13","OUT045",3101.3526728927
"FDO50","OUT045",1398.94128571736
"NCU18","OUT010",2155.20277536786
"NCR54","OUT049",3021.12968064086
"NCO18","OUT018",2945.78622269035
"FDU09","OUT045",874.407757021475
"FDT13","OUT018",3107.74723984041
"FDE09","OUT046",1811.35313957743
"NCK53","OUT019",1554.06691523715
"FDG45","OUT049",3500.87242008511
"DRH15","OUT035",699.683407752176
"FDO21","OUT019",3682.90524012806
"FDD14","OUT027",2183.00648337689
"FDC09","OUT046",1642.40893511013
"FDH45","OUT027",671.822548677985
"FDV32","OUT046",1004.93544642591
"FDG12","OUT035",1955.81668376905
"FDS32","OUT013",2255.6040992759
"NCL55","OUT018",3962.4555688283
"DRE01","OUT035",2727.69207088622
"DRE15","OUT049",1224.65064674677
"NCL42","OUT045",4005.85535468661
"FDP31","OUT013",839.678359846519
"FDN33","OUT018",1421.4471732981
"FDZ59","OUT046",2518.04823073261
"FDE45","OUT010",2829.84545008114
"FDJ07","OUT013",1931.99839080942
"FDQ45","OUT018",3066.05799968475
"FDM33","OUT027",3396.41790237394
"FDO15","OUT010",1204.91043340835
"FDM46","OUT013",1219.71463739516
"FDR03","OUT045",3398.39551446937
"FDY49","OUT018",2764.8160311117
"FDQ60","OUT045",1811.15071653933
"FDW10","OUT049",2930.98966564881
"FDO51","OUT049",690.97341133107
"FDJ40","OUT018",1685.88551729553
"FDS20","OUT018",2935.72080962771
"FDU45","OUT013",1777.86727303054
"FDV02","OUT035",2688.61189323099
"FDN09","OUT046",3948.84566235061
"NCM55","OUT027",2975.67779667259
"FDN23","OUT018",2230.21324283587
"FDY31","OUT010",2239.4930558626
"FDW03","OUT010",1669.12797424946
"FDD14","OUT046",2164.50697407367
"FDV23","OUT017",1913.9726139594
"DRI03","OUT045",2906.30358396616
"FDN13","OUT035",1358.55583785974
"FDF45","OUT027",937.012100023378
"FDU46","OUT035",1406.9947738072
"FDB57","OUT049",3658.35376420607
"FDV12","OUT049",1624.53127610351
"FDQ58","OUT013",2490.08866740075
"NCA18","OUT017",1784.64197450642
"FDH52","OUT049",957.796856555167
"FDM24","OUT018",2318.6912898771
"NCP43","OUT027",2981.70664910105
"NCO18","OUT019",2865.29823261264
"FDM32","OUT017",1459.69252777134
"NCL07","OUT017",580.415464856741
"FDK03","OUT013",3931.36360323685
"FDP59","OUT017",1576.1742952506
"FDQ24","OUT049",4020.28860007017
"FDQ16","OUT018",1715.44896783847
"FDU44","OUT013",2530.16196483659
"FDH28","OUT010",424.957179541443
"FDV28","OUT019",-83.0308829713437
"FDM22","OUT045",837.07507159965
"FDR56","OUT046",2992.33266615868
"FDV39","OUT049",3261.08927538462
"FDU37","OUT019",920.531832139599
"FDQ11","OUT010",4096.03950257463
"FDX02","OUT045",3605.51132719478
"NCS42","OUT018",1423.35439313241
"FDY57","OUT027",1443.99795199643
"FDB21","OUT049",3007.65725750276
"FDE28","OUT017",3125.24047259543
"FDQ55","OUT017",1847.32776912893
"FDA48","OUT049",3257.97343826053
"FDZ19","OUT045",2686.68256994954
"NCC43","OUT045",3772.39947022611
"NCV18","OUT046",1252.78921652738
"NCA42","OUT018",2592.2033045891
"FDY45","OUT046",4147.3964492132
"NCC30","OUT045",2948.87605525516
"FDM57","OUT013",1313.36663407221
"FDL09","OUT010",1418.5774557788
"FDB09","OUT027",1919.93941868423
"FDT44","OUT035",1807.76320630937
"NCT06","OUT027",2655.26712585198
"FDX26","OUT049",2847.49273612944
"FDK32","OUT013",2413.47567263217
"DRA12","OUT046",2261.07875280036
"FDO46","OUT010",3105.86056300591
"FDE52","OUT013",1371.23144050446
"NCH42","OUT045",3766.84651336
"FDV08","OUT035",646.013124460195
"FDB47","OUT018",3346.89005403591
"FDC28","OUT010",1689.71680825893
"FDD22","OUT046",1730.1776688722
"FDS07","OUT027",1752.9898082091
"DRI13","OUT045",3574.82499922965
"FDG32","OUT018",2414.63121107846
"FDU14","OUT017",4060.52262673192
"FDD28","OUT019",908.002682960548
"NCP41","OUT017",1778.19173398289
"FDS08","OUT049",2800.88008274893
"FDX47","OUT045",2543.40965007903
"FDC53","OUT019",1624.78762436296
"FDQ19","OUT035",3930.07354561507
"FDL14","OUT045",2504.16760132653
"FDM33","OUT019",2749.9434821537
"FDA51","OUT045",1441.51260662503
"FDZ27","OUT018",751.087704878948
"FDT04","OUT046",642.201311597405
"DRC13","OUT049",1987.72919043
"FDR16","OUT027",3231.3955016276
"FDQ03","OUT027",3690.95679466018
"FDE38","OUT035",2701.26154551877
"DRH23","OUT027",712.299867723745
"FDT11","OUT019",3036.69026032494
"FDD09","OUT035",2976.28818442775
"FDR40","OUT045",1315.50483849891
"FDX07","OUT017",3035.64351550364
"FDR07","OUT035",1491.37702159869
"FDA51","OUT017",1448.74467205873
"FDT59","OUT019",3777.44614037491
"FDF20","OUT017",3205.60711561517
"FDR13","OUT045",1835.87952291796
"FDY26","OUT049",3459.6518621803
"FDW04","OUT017",1997.46221587877
"FDK52","OUT017",3550.5215359374
"FDN60","OUT049",2409.78696595002
"FDM09","OUT019",2265.23309825593
"FDP46","OUT049",1351.20760321666
"FDB50","OUT019",173.646238188346
"NCQ29","OUT049",3734.47582747295
"FDP16","OUT027",3985.84498187996
"FDX33","OUT018",2436.91072603303
"FDP07","OUT010",3233.32623545329
"FDN22","OUT046",3246.91797841226
"FDF39","OUT049",4162.30190779251
"FDS21","OUT017",952.381934148875
"NCM42","OUT013",1711.21617408908
"FDK50","OUT019",2605.16629786735
"DRF13","OUT027",2372.73427380991
"FDH35","OUT018",2587.20596763353
"FDP60","OUT018",1534.479518098
"DRJ49","OUT027",2132.43731638423
"NCT42","OUT019",2346.63671916068
"FDE38","OUT049",2699.1470415583
"FDI04","OUT049",3150.10130636101
"NCH54","OUT045",2456.68604447584
"FDT56","OUT049",907.881618612288
"DRD15","OUT018",3739.78660243166
"FDV58","OUT013",3209.34382805839
"FDP21","OUT049",3089.15513004976
"FDH05","OUT013",3557.67227705388
"FDR10","OUT027",2682.81589430786
"NCP06","OUT045",2380.73561982437
"FDF33","OUT049",1714.92792338574
"DRK37","OUT013",3124.54182596034
"DRH49","OUT045",1355.54717936906
"FDT58","OUT013",2596.65931368942
"FDD41","OUT018",1599.86085820666
"FDP40","OUT018",1746.69156987628
"FDM51","OUT027",1625.86199109911
"FDO45","OUT010",1327.80460402192
"FDW33","OUT010",1352.796436999
"FDY24","OUT045",833.681643785331
"FDB10","OUT010",3445.62720643041
"FDM40","OUT035",1826.75568613364
"NCI06","OUT017",2928.94962350062
"FDW12","OUT019",2218.40047276578
"FDX48","OUT027",2483.86616843518
"NCW05","OUT027",1492.36612913968
"FDX27","OUT017",1454.92311815243
"DRM37","OUT045",3041.72837490568
"FDA38","OUT045",3944.60672172906
"FDR36","OUT046",622.508847618131
"FDZ45","OUT046",3175.24731229363
"FDG05","OUT017",2444.51585350712
"FDK28","OUT013",4049.59585479186
"FDV47","OUT045",1323.39569120955
"FDN21","OUT045",2496.57174842536
"FDP20","OUT027",1985.27224026877
"FDI35","OUT045",2962.79878504321
"DRY23","OUT013",673.410967455558
"FDA56","OUT017",2014.9112485273
"FDB09","OUT013",1894.78157721362
"NCO26","OUT027",1800.36711486106
"FDQ49","OUT018",2508.88896633332
"FDI52","OUT027",1862.46339625113
"FDZ44","OUT027",1849.99839252047
"FDZ09","OUT018",2509.48897487328
"FDY03","OUT049",1736.08945553689
"NCG42","OUT017",2042.17175678571
"DRI13","OUT027",3591.92364285822
"FDQ32","OUT013",1956.92969454428
"FDW16","OUT035",1422.50713499168
"FDU27","OUT046",576.296519106592
"FDR28","OUT010",2612.04960628333
"FDQ49","OUT010",2471.18076925041
"FDS37","OUT046",1848.00562842307
"FDW26","OUT018",3286.5231905973
"FDX12","OUT018",3938.34578951574
"NCP06","OUT013",2404.09625818982
"FDW45","OUT010",2245.22090363926
"NCN30","OUT049",1521.92934708613
"FDN24","OUT049",820.849530476824
"NCL41","OUT027",503.403794154989
"FDR02","OUT019",1721.97752748104
"FDD09","OUT010",2962.83302269673
"FDS33","OUT010",1395.56289659802
"FDU22","OUT045",1826.21483036787
"FDI53","OUT013",2301.77164123122
"DRH01","OUT049",2696.34798487722
"FDX32","OUT013",2179.82717970868
"NCP30","OUT018",610.829578270437
"FDB60","OUT045",3228.88712409817
"FDB14","OUT049",1424.17668791079
"NCP02","OUT035",902.339532386852
"FDJ10","OUT017",2072.34602495112
"FDG34","OUT046",1811.88675578056
"NCB18","OUT017",1372.89812038123
"FDM16","OUT049",1165.68944402693
"FDW25","OUT018",1319.44256425477
"FDB35","OUT010",1394.5106845807
"DRN11","OUT013",1815.64727018358
"FDF41","OUT019",1590.15709755053
"FDH16","OUT045",1362.76608079523
"NCQ50","OUT018",3490.81537319923
"DRH23","OUT018",706.657131731103
"DRJ37","OUT013",2365.36256269363
"DRJ24","OUT027",2789.25620176446
"FDY16","OUT035",2833.77875095604
"FDQ27","OUT045",1641.0083568006
"FDZ33","OUT045",2265.96771953577
"FDF29","OUT045",2137.1676466321
"FDA08","OUT049",2597.3753597507
"FDG31","OUT046",1024.54037603243
"FDE34","OUT019",3046.59464966449
"NCR30","OUT027",1136.80929605726
"FDV33","OUT035",4170.50443688813
"DRZ24","OUT018",1977.29616337067
"NCL54","OUT035",2704.2736904461
"FDR12","OUT049",2834.58605407893
"NCC54","OUT046",3614.74441199239
"DRN59","OUT013",691.704215426484
"FDX50","OUT019",1640.78212315046
"FDV31","OUT027",2718.46985144506
"NCA29","OUT027",2845.49404331139
"FDW60","OUT049",2935.92556348923
"FDX08","OUT017",3018.93634899295
"DRD49","OUT013",2664.10758227872
"FDD33","OUT046",3410.66037290229
"FDW35","OUT013",639.85035263259
"FDJ36","OUT017",1541.84388016909
"FDV51","OUT035",2713.80942360362
"FDW36","OUT046",1639.90767224057
"FDH35","OUT046",2611.97307871272
"NCS30","OUT027",2002.54889017792
"FDN49","OUT017",590.528917024218
"FDL08","OUT018",3964.19886282989
"FDI09","OUT013",3282.20257967254
"FDP19","OUT018",1548.19129885144
"FDU21","OUT010",509.998128443184
"NCP41","OUT045",1746.12040184198
"FDY10","OUT013",1746.4655861947
"FDP12","OUT018",560.706836436581
"NCN26","OUT049",1856.32306787986
"FDK44","OUT013",2601.20431803291
"FDC28","OUT049",1682.48719058459
"FDJ41","OUT027",4234.78045845093
"NCT29","OUT035",1894.52544053924
"NCH42","OUT019",3651.37930259993
"FDU60","OUT018",2646.87884417893
"FDS02","OUT045",2567.08164805137
"FDC51","OUT046",2019.45037551631
"FDU03","OUT013",2823.79986159649
"FDX39","OUT045",3442.55080535698
"NCY05","OUT010",571.583661435231
"NCL06","OUT027",4024.3703490371
"FDD32","OUT035",1281.83906705222
"NCN41","OUT045",1897.08784853764
"NCX53","OUT049",2323.74628470835
"FDU57","OUT019",1953.30333621124
"FDQ23","OUT046",1667.89551979695
"FDQ52","OUT045",3488.32146984866
"FDC14","OUT045",619.939773001714
"FDY09","OUT035",2919.85658514124
"FDQ28","OUT045",2448.51677595027
"FDV25","OUT046",3603.94113544645
"FDJ07","OUT035",1894.67361410612
"DRB25","OUT049",1629.38506538933
"FDK52","OUT019",3004.48877248114
"FDY52","OUT027",992.965270578284
"FDB28","OUT046",3050.34545796662
"FDT36","OUT035",565.424586407023
"FDV25","OUT017",3620.69968342431
"NCN07","OUT027",2076.83305061582
"FDC57","OUT017",3120.73517574313
"FDQ03","OUT018",3693.37844331685
"FDU23","OUT017",2757.86710435782
"NCX41","OUT035",3507.74065071015
"NCD06","OUT035",722.826250293914
"FDW08","OUT045",1478.67686137352
"NCU29","OUT017",2354.19168299608
"NCE06","OUT013",2479.28857066473
"FDV52","OUT010",1136.58090802776
"FDB02","OUT017",2906.98616364335
"NCR18","OUT045",656.967916389496
"FDK16","OUT049",1533.28110089124
"NCQ29","OUT010",2706.85325467456
"FDZ01","OUT019",1676.21748215754
"FDW27","OUT035",2098.93035169659
"FDD17","OUT018",3887.5426664485
"FDW39","OUT013",2886.4839503633
"DRH59","OUT045",1120.40157177794
"FDS52","OUT013",1658.28475020044
"FDU40","OUT027",3199.97955443501
"NCF54","OUT013",2801.84432528433
"FDH46","OUT045",1610.14839958861
"NCP14","OUT049",1581.97875814637
"FDH50","OUT049",3075.80119571639
"DRF15","OUT010",2404.60680171853
"FDV27","OUT027",1369.17042702327
